Visitor_ID,Page_Views,Session_Duration,Bounce_Rate,Conversion_Rate,Traffic_Source,Exit_Pages,Load_Time,Visitor_Type,Location
4809,3,319.33,0.05,0.08,Referral,Checkout,2.49,New,Phoenix
4810,6,393.75,0.55,0.08,Organic,Checkout,1.7,Returning,Denver
4811,6,431,0.34,0.06,Organic,Product Page,1.7,New,Charlotte
4812,7,266.86,0.82,0.09,Referral,Checkout,2.18,Returning,Washington
4813,3,136.54,0.34,0.01,Social Media,Contact Us,1.92,New,Columbus
4814,10,83.57,0.64,0.02,Direct,Product Page,2.12,Returning,Fort Worth
4815,4,699.61,0.17,0.03,Social Media,Blog,2.34,New,Fort Worth
4816,5,1051.22,0.56,0,Direct,Contact Us,2.61,Returning,Fort Worth
4817,1,132.79,0.29,0.04,Social Media,Contact Us,1.57,Returning,Jacksonville
4818,4,35.74,0.16,0.02,Organic,Blog,1.97,Returning,Fort Worth
4819,4,75.52,0.62,0.07,Social Media,Homepage,2.04,New,Dallas
4820,6,333.21,0.64,0.04,Referral,Checkout,2.49,New,New York
4821,2,56.96,0.98,0.07,Direct,Checkout,1.97,Returning,San Antonio
4822,5,454.41,0.67,0.03,Social Media,Homepage,1.5,Returning,Los Angeles
4823,5,769.3,0.52,0.01,Social Media,Blog,1.87,New,San Jose
4824,5,994.38,0.91,0.01,Social Media,Homepage,1.59,Returning,Jacksonville
4825,7,2.81,0.83,0.02,Organic,Product Page,1.83,New,Seattle
4826,7,952.13,0.55,0.01,Organic,Product Page,1.72,New,Los Angeles
4827,6,404.35,0.51,0.02,Social Media,Product Page,1.71,New,Charlotte
4828,4,26.34,0.94,0.06,Organic,Homepage,2.34,New,San Antonio
4829,5,160.97,0.62,0.03,Social Media,Contact Us,1.37,Returning,Indianapolis
4830,2,361.24,0.71,0.03,Organic,Product Page,2.32,New,Charlotte
4831,4,941.78,0.09,0.01,Social Media,Homepage,2.71,New,Chicago
4832,9,53.79,0.72,0.09,Referral,Product Page,2.34,New,San Diego
4833,6,41,0.26,0.01,Organic,Product Page,1.89,New,San Antonio
4834,4,191.79,0.12,0.03,Social Media,Checkout,2.36,New,Washington
4835,8,1033.53,0.85,0.04,Direct,Homepage,1.41,New,San Diego
4836,5,1066.09,0.69,0.08,Referral,Checkout,1.87,New,San Francisco
4837,8,77.6,0.41,0.05,Organic,Blog,1.67,Returning,New York
4838,3,115.41,0.43,0.04,Social Media,Product Page,2.09,New,San Francisco
4839,3,715.89,0.2,0.07,Direct,Product Page,1.77,Returning,Indianapolis
4840,3,398.23,0.01,0.06,Direct,Checkout,1.49,New,New York
4841,5,1076.07,0.35,0.01,Direct,Homepage,1.63,New,Denver
4842,8,670.89,0.15,0.03,Referral,Contact Us,1.47,New,Seattle
4843,9,72.66,0.42,0.1,Referral,Contact Us,1.41,New,Philadelphia
4844,7,427.79,0.83,0.05,Direct,Blog,2.02,Returning,Jacksonville
4845,4,14.94,0.11,0.04,Referral,Homepage,2.39,New,Washington
4846,6,510.85,0.09,0.01,Social Media,Homepage,2.27,New,Washington
4847,7,276.06,0.9,0.08,Organic,Checkout,1.43,Returning,Dallas
4848,2,937.76,0.75,0.01,Organic,Product Page,1.6,Returning,Charlotte
4849,3,965.91,0.05,0.01,Organic,Product Page,1.5,Returning,San Antonio
4850,2,15.65,0.08,0.04,Referral,Homepage,1.27,Returning,Dallas
4851,4,52.49,0.68,0.04,Social Media,Contact Us,0.9,New,Philadelphia
4852,5,198.61,0.37,0.1,Social Media,Blog,1.18,Returning,San Francisco
4853,6,634.82,0.72,0.01,Referral,Checkout,2.14,New,Jacksonville
4854,4,505.32,0.4,0.05,Referral,Homepage,1.88,Returning,Fort Worth
4855,0,1000.37,0.97,0.02,Social Media,Blog,2.08,New,Columbus
4856,6,288.77,0.69,0.07,Social Media,Homepage,2.05,Returning,Seattle
4857,4,88.94,0.05,0.04,Direct,Blog,3.02,Returning,Chicago
4858,3,7.63,0.33,0.06,Organic,Blog,2.15,New,Charlotte
4859,5,75.67,0.56,0.03,Direct,Product Page,2.27,Returning,Chicago
4860,6,337.43,0.14,0.06,Social Media,Checkout,2.73,Returning,Indianapolis
4861,4,782.22,0,0.05,Direct,Checkout,2.15,Returning,Austin
4862,5,116.1,0.08,0.04,Organic,Product Page,2.93,New,San Jose
4863,4,625.53,0.52,0.05,Referral,Contact Us,2.11,New,San Jose
4864,4,150.71,0.63,0.04,Direct,Checkout,1.98,New,New York
4865,4,110.57,0.09,0.08,Direct,Product Page,2.62,Returning,Austin
4866,1,213.3,0.67,0.05,Referral,Blog,1.96,Returning,Seattle
4867,6,175.17,0.62,0.09,Referral,Blog,1.23,New,Chicago
4868,5,735.33,0.94,0.02,Organic,Checkout,2.33,New,San Francisco
4869,4,189.48,0.84,0.01,Social Media,Blog,1.37,Returning,San Antonio
4870,6,97.44,0.94,0.04,Direct,Checkout,1.5,New,Austin
4871,5,554.62,0.97,0.02,Organic,Homepage,2.38,New,Indianapolis
4872,1,2005.27,0.44,0.04,Direct,Product Page,2.64,Returning,Fort Worth
4873,3,313.38,0.49,0.02,Organic,Contact Us,1.57,Returning,Washington
4874,6,86.49,0.28,0.09,Organic,Checkout,2.19,New,Fort Worth
4875,5,81.86,0.51,0.06,Referral,Contact Us,1.99,New,Dallas
4876,2,17.83,0.15,0.05,Social Media,Product Page,1.17,New,San Diego
4877,6,24.13,0.67,0.08,Direct,Product Page,1.89,Returning,San Diego
4878,6,739.47,0.02,0.01,Social Media,Homepage,2.52,New,Los Angeles
4879,4,30.44,0.24,0.09,Organic,Product Page,1.85,New,San Francisco
4880,5,198.69,0.21,0.05,Referral,Blog,1.48,Returning,Chicago
4881,2,359.32,0.94,0.01,Social Media,Contact Us,2.71,New,Chicago
4882,9,569.85,0.14,0.08,Referral,Product Page,1.24,New,San Antonio
4883,4,56.36,0.89,0.05,Referral,Product Page,1.39,Returning,New York
4884,2,172.76,0.12,0.06,Direct,Contact Us,2.14,New,San Diego
4885,1,86.9,0.65,0.09,Organic,Contact Us,2.21,Returning,San Francisco
4886,5,88.64,0.32,0.09,Direct,Homepage,1.66,New,Denver
4887,2,108.65,0.32,0.09,Direct,Product Page,1.3,New,Seattle
4888,8,265.38,1,0.04,Social Media,Blog,2.43,Returning,Seattle
4889,6,5.01,0.23,0.07,Referral,Blog,1.53,Returning,Los Angeles
4890,4,157.66,0.2,0.02,Direct,Homepage,1.38,New,Washington
4891,3,62.04,0.59,0.08,Direct,Product Page,1.51,Returning,Philadelphia
4892,8,1024.45,0.74,0.03,Organic,Contact Us,1.98,New,Houston
4893,0,262.21,0.98,0.05,Social Media,Blog,1.89,New,Columbus
4894,4,607.7,0.7,0.09,Social Media,Product Page,1.67,Returning,Austin
4895,2,65.33,0.56,0.08,Referral,Homepage,1.91,New,Washington
4896,7,498.24,0.41,0.1,Referral,Homepage,2.37,New,Seattle
4897,2,160.73,0.6,0.04,Social Media,Contact Us,2.28,Returning,Houston
4898,4,58.69,0.6,0.02,Social Media,Homepage,2.72,New,Seattle
4899,5,429.7,0.22,0.09,Organic,Homepage,1.84,New,San Diego
4900,7,430.66,0.67,0.05,Direct,Homepage,2.38,Returning,Fort Worth
4901,1,1648.15,0.2,0.09,Organic,Blog,2.25,Returning,Austin
4902,5,455.52,0.49,0.07,Organic,Contact Us,1.74,New,San Antonio
4903,6,47.09,0.26,0.09,Social Media,Contact Us,2.72,New,Washington
4904,2,116.82,0.31,0.07,Social Media,Contact Us,3.12,New,San Antonio
4905,3,180.29,0.61,0.08,Direct,Homepage,1.94,Returning,Columbus
4906,1,40.63,0.06,0.01,Referral,Homepage,1.93,Returning,Philadelphia
4907,7,465.41,0.01,0.1,Social Media,Blog,2.33,Returning,Columbus
4908,3,224.41,0.13,0.02,Organic,Homepage,1.62,New,New York
4909,6,867.14,0.17,0,Direct,Blog,2.36,New,Austin
4910,4,266.97,0.2,0.05,Referral,Contact Us,2.85,New,Chicago
4911,4,222.01,0.77,0.07,Organic,Blog,2.36,New,Jacksonville
4912,9,22.23,0.45,0.07,Organic,Product Page,1.74,New,San Antonio
4913,11,48.52,0.47,0.03,Referral,Checkout,2.22,Returning,Columbus
4914,8,568.19,0.64,0.08,Organic,Homepage,2.12,Returning,Philadelphia
4915,7,1402.55,0.73,0.08,Organic,Contact Us,1.35,New,San Jose
4916,5,160.93,0,0.06,Direct,Checkout,2.42,New,San Diego
4917,5,498.36,0.86,0.04,Organic,Checkout,1.76,New,Los Angeles
4918,8,296.32,0.99,0.06,Organic,Contact Us,2.77,New,Dallas
4919,6,958.69,0.12,0.09,Direct,Checkout,2.69,Returning,San Jose
4920,5,81.6,0.65,0.09,Direct,Blog,2.71,New,San Francisco
4921,6,236.13,0,0,Referral,Contact Us,2.17,New,Denver
4922,4,157.68,0.05,0.01,Referral,Contact Us,2.38,Returning,Chicago
4923,5,234.08,0.29,0,Referral,Blog,2.48,Returning,Fort Worth
4924,4,93.94,0.85,0.05,Direct,Product Page,2.84,New,San Francisco
4925,3,206.59,0.65,0.04,Organic,Product Page,1.85,New,San Antonio
4926,5,294.09,0.45,0.05,Organic,Checkout,1.7,New,Austin
4927,7,25.41,0.44,0.07,Organic,Contact Us,1.19,New,Fort Worth
4928,6,407.59,0.47,0.04,Organic,Blog,1.87,New,Columbus
4929,8,367.79,0.31,0.02,Direct,Contact Us,2.02,Returning,Fort Worth
4930,6,637.23,0.88,0.04,Social Media,Blog,1.37,Returning,Washington
4931,6,166.46,0.57,0,Referral,Product Page,2.21,New,Charlotte
4932,4,19.1,0.48,0.08,Social Media,Product Page,2.53,New,Austin
4933,3,185.67,0.47,0.04,Referral,Checkout,1.6,New,Phoenix
4934,5,44.41,0.94,0.06,Referral,Blog,2.22,New,Austin
4935,8,312.77,0.72,0.03,Direct,Product Page,1.89,New,Denver
4936,6,14.48,0.14,0.06,Referral,Homepage,2.09,New,Denver
4937,5,140.52,0.44,0.05,Direct,Product Page,2.32,Returning,Charlotte
4938,6,25.94,0.29,0.02,Social Media,Contact Us,1.81,Returning,Columbus
4939,9,1.01,0.99,0.06,Organic,Blog,1.78,Returning,Phoenix
4940,9,969.87,0.42,0.01,Social Media,Homepage,1.49,New,San Francisco
4941,6,1666.14,0.07,0.05,Social Media,Product Page,1.63,New,Fort Worth
4942,4,243.24,0.41,0.07,Direct,Product Page,2.23,New,Indianapolis
4943,5,81.92,0.32,0.05,Direct,Blog,2.08,Returning,Dallas
4944,4,726.07,0.6,0.07,Referral,Homepage,1.4,Returning,Columbus
4945,3,769.33,0.23,0.03,Organic,Blog,1.6,New,San Jose
4946,10,578.29,0.04,0,Social Media,Product Page,2.09,Returning,San Diego
4947,3,235.82,0.1,0.01,Social Media,Checkout,2.77,New,New York
4948,7,23.29,0.28,0.03,Direct,Blog,1.69,New,Dallas
4949,9,27.78,0.35,0.04,Direct,Product Page,1.4,New,Houston
4950,2,680.8,0.83,0.05,Direct,Blog,1.63,Returning,San Jose
4951,7,625.82,0.27,0.08,Social Media,Product Page,1.95,Returning,Columbus
4952,3,170.96,0.03,0.08,Direct,Blog,1.5,Returning,Washington
4953,8,119.32,0.78,0.07,Referral,Product Page,2.08,Returning,Philadelphia
4954,8,309.95,0.87,0.05,Referral,Homepage,2.3,New,Austin
4955,4,493.5,0.49,0.03,Referral,Contact Us,1.96,New,Seattle
4956,6,394.68,0.28,0.04,Organic,Contact Us,1.92,New,Denver
4957,4,286.82,0.77,0.03,Referral,Blog,2.43,New,Los Angeles
4958,4,79,0.01,0.06,Direct,Product Page,2.41,New,Charlotte
4959,5,91.35,0.92,0.08,Direct,Contact Us,1.69,New,Chicago
4960,5,386.28,0.87,0.05,Social Media,Contact Us,1.91,New,Chicago
4961,7,486.79,0.54,0,Organic,Blog,2.86,Returning,Austin
4962,3,37.04,0.28,0.09,Organic,Blog,2.14,New,Phoenix
4963,3,62.22,0.03,0.03,Direct,Blog,2.55,New,Austin
4964,2,342.27,1,0.09,Social Media,Checkout,1.68,New,Fort Worth
4965,3,147.79,0.76,0.08,Referral,Homepage,1.52,New,San Antonio
4966,3,248.55,0.34,0.04,Referral,Homepage,1.75,New,Phoenix
4967,4,286.21,0.02,0.01,Social Media,Homepage,1.82,New,Charlotte
4968,3,449.11,0.64,0.09,Social Media,Product Page,2.15,Returning,Dallas
4969,6,491.53,0.99,0.07,Direct,Product Page,2.3,New,San Francisco
4970,6,98.59,0.71,0.02,Organic,Homepage,1.78,New,Washington
4971,7,233.81,0.08,0.05,Social Media,Blog,1.4,Returning,Columbus
4972,8,39.55,0.4,0.06,Direct,Checkout,2.04,Returning,San Diego
4973,4,553.58,0.11,0.02,Organic,Homepage,2.67,New,Phoenix
4974,4,560.17,0.91,0.01,Referral,Blog,2.9,Returning,Denver
4975,5,106.79,0.33,0.03,Social Media,Contact Us,1,New,San Francisco
4976,6,52.53,0.73,0,Referral,Checkout,2.32,Returning,Washington
4977,7,21.8,0.08,0.01,Direct,Product Page,2.72,New,Fort Worth
4978,10,256.68,0.13,0.02,Referral,Contact Us,1.74,Returning,Austin
4979,3,28.76,0.68,0.02,Direct,Contact Us,2.07,Returning,San Jose
4980,3,342.39,0.84,0.02,Direct,Contact Us,2.37,New,Columbus
4981,4,340.08,0.2,0.09,Organic,Blog,2.41,New,Philadelphia
4982,2,285.57,0.42,0.06,Direct,Homepage,1.74,New,Denver
4983,1,627.6,0.62,0.04,Direct,Contact Us,2.69,New,Philadelphia
4984,4,142.58,0.8,0.06,Referral,Homepage,1.98,Returning,New York
4985,6,697.66,0.63,0,Organic,Contact Us,1.69,New,Washington
4986,4,11.29,0.1,0.09,Organic,Blog,1.49,New,Phoenix
4987,6,35.89,0.54,0.05,Organic,Homepage,2.41,New,San Francisco
4988,5,159.41,0.88,0.05,Referral,Product Page,1.53,New,Chicago
4989,3,270.42,0.87,0.09,Organic,Checkout,2.61,New,Houston
4990,5,9.87,0.59,0.07,Referral,Contact Us,2.47,Returning,Columbus
4991,10,251.41,1,0.03,Organic,Contact Us,1.22,New,New York
4992,2,110.19,0.11,0.09,Direct,Blog,2.25,New,Charlotte
4993,8,654.5,0.48,0.09,Social Media,Checkout,1.19,Returning,Houston
4994,4,228.61,0.78,0.1,Organic,Homepage,1.51,Returning,San Francisco
4995,6,265.94,0.14,0.01,Referral,Contact Us,2.88,Returning,Dallas
4996,2,873.54,0.97,0.1,Social Media,Product Page,1.99,Returning,Columbus
4997,4,433.39,0.35,0.05,Referral,Product Page,1.69,Returning,San Diego
4998,7,173.02,0.35,0.07,Direct,Blog,1.44,Returning,Philadelphia
4999,6,194.38,0.21,0.02,Direct,Contact Us,2.64,Returning,Charlotte
5000,3,313.17,0.29,0.01,Referral,Blog,2.59,New,Columbus
5001,4,67.02,0.58,0.01,Social Media,Checkout,2.1,New,Fort Worth
5002,4,27.85,0.43,0.04,Social Media,Product Page,2.16,New,Seattle
5003,7,111.86,0.19,0.02,Organic,Product Page,2.17,New,Denver
5004,5,452.04,0.81,0.01,Direct,Blog,2.18,New,Jacksonville
5005,7,89.25,0.06,0.1,Social Media,Checkout,2.41,Returning,Jacksonville
5006,4,42.04,0.83,0.07,Direct,Homepage,1.7,New,Seattle
5007,3,74.16,0.27,0.05,Social Media,Checkout,1.23,Returning,New York
5008,3,340.87,0.5,0.07,Social Media,Blog,2.66,New,San Diego
5009,3,285.54,0.38,0.06,Organic,Blog,1.44,New,Indianapolis
5010,3,349.73,0.57,0.02,Referral,Checkout,2.34,New,Washington
5011,4,116.56,0.8,0.06,Direct,Blog,2.21,New,San Jose
5012,6,693.35,0.99,0.07,Direct,Product Page,1.87,Returning,San Francisco
5013,4,180.32,0.31,0.02,Referral,Blog,1.68,New,Phoenix
5014,11,216.29,0.55,0.03,Organic,Homepage,2.13,New,Charlotte
5015,3,891.65,0.47,0.04,Organic,Product Page,2.66,Returning,Houston
5016,6,1162.96,1,0.06,Direct,Contact Us,1.35,Returning,San Antonio
5017,1,325.01,0.81,0.01,Referral,Product Page,1.99,New,Fort Worth
5018,10,869.11,0.4,0.07,Organic,Product Page,2.91,Returning,New York
5019,4,233.94,0.48,0.03,Referral,Product Page,2.4,Returning,New York
5020,5,110.14,0.25,0.07,Social Media,Checkout,1.41,New,San Diego
5021,3,113.54,0.76,0.09,Direct,Contact Us,1.59,New,Charlotte
5022,6,245.57,0.85,0.09,Organic,Homepage,2.49,Returning,San Diego
5023,11,278.69,0.96,0.07,Social Media,Product Page,1.36,Returning,Jacksonville
5024,6,173.74,0.57,0.02,Referral,Checkout,1.85,New,Philadelphia
5025,3,645.66,0.67,0.07,Referral,Blog,1.67,New,Austin
5026,2,166.9,0.45,0.06,Direct,Contact Us,1.95,New,Phoenix
5027,5,95.82,0.61,0.08,Social Media,Homepage,2.45,New,Denver
5028,7,2.4,0.35,0.09,Organic,Contact Us,1.94,Returning,Fort Worth
5029,3,1057.71,0.74,0.03,Direct,Homepage,1.77,New,San Diego
5030,1,521.72,0.02,0.06,Social Media,Homepage,2.09,Returning,Jacksonville
5031,9,286.79,0.03,0.03,Direct,Blog,2.01,New,Fort Worth
5032,6,532.55,0.72,0.03,Social Media,Homepage,1.57,New,New York
5033,6,498.68,0.93,0.05,Organic,Blog,1.8,Returning,San Francisco
5034,3,805.82,0.63,0.04,Referral,Product Page,1.18,Returning,Washington
5035,4,146.36,0.73,0.06,Referral,Contact Us,1.73,New,Columbus
5036,6,242.8,0.82,0.08,Referral,Homepage,2.69,New,Jacksonville
5037,2,31.15,0.36,0.06,Organic,Blog,2.31,New,Chicago
5038,7,1008.44,0.11,0.1,Social Media,Product Page,1.84,New,San Diego
5039,8,1262.46,0.93,0.07,Direct,Contact Us,2.44,New,San Jose
5040,5,466.89,0.94,0.1,Referral,Product Page,2.7,New,Jacksonville
5041,6,181.61,0.44,0.07,Referral,Checkout,2,New,Chicago
5042,3,205.89,0.22,0.05,Organic,Contact Us,1.61,New,Denver
5043,6,171.47,0.89,0.04,Organic,Blog,1.82,Returning,Denver
5044,6,104.15,0.71,0.07,Social Media,Homepage,2.26,New,Washington
5045,5,225.1,0.01,0.07,Social Media,Blog,2.51,New,San Diego
5046,8,16.48,0.11,0.07,Social Media,Blog,2.03,New,San Antonio
5047,7,1444.29,0.98,0.07,Direct,Blog,1.89,Returning,San Diego
5048,5,165.52,0.04,0.09,Social Media,Contact Us,2.48,Returning,Dallas
5049,2,786.7,0.28,0.02,Social Media,Contact Us,1.51,Returning,Dallas
5050,2,386.5,0.55,0.06,Direct,Checkout,2.01,Returning,Charlotte
5051,9,102.72,0.18,0.06,Referral,Product Page,2.56,New,Los Angeles
5052,4,75.33,0.23,0.03,Referral,Blog,2.05,Returning,Seattle
5053,5,1633.03,0.35,0.1,Organic,Checkout,1.92,New,Fort Worth
5054,11,443.69,0.27,0.08,Direct,Checkout,1.36,New,Seattle
5055,3,86.17,0.8,0.03,Social Media,Contact Us,1.78,Returning,Dallas
5056,3,20.95,0.5,0.04,Referral,Product Page,2.07,Returning,San Jose
5057,4,358.12,0.28,0.07,Organic,Checkout,2.47,New,San Jose
5058,3,108.3,0.31,0,Direct,Homepage,1.33,New,New York
5059,6,75.05,0.04,0.05,Direct,Checkout,1.67,Returning,Charlotte
5060,7,398.34,0.05,0.03,Direct,Contact Us,1.84,New,Houston
5061,2,341.14,0.72,0.09,Social Media,Blog,2.15,New,Austin
5062,4,196.99,0.11,0.08,Social Media,Contact Us,1.6,New,Jacksonville
5063,3,857.61,0.48,0.03,Social Media,Contact Us,1.74,Returning,San Jose
5064,5,341.49,0.84,0.09,Organic,Product Page,2.75,Returning,San Jose
5065,7,671.66,0.37,0.09,Direct,Homepage,2.08,New,Charlotte
5066,5,63.42,0.35,0.06,Organic,Homepage,1.82,New,Washington
5067,4,105.57,0.87,0.02,Organic,Product Page,2.28,New,Washington
5068,5,33.12,0.86,0.08,Organic,Product Page,1.27,New,Fort Worth
5069,7,108.97,0.88,0.03,Social Media,Checkout,1.8,New,Chicago
5070,6,1070.3,0.57,0.05,Direct,Homepage,1.64,New,San Jose
5071,3,987.89,0.95,0,Referral,Contact Us,1.67,New,Washington
5072,6,428.62,0.82,0.05,Social Media,Checkout,1.59,Returning,Columbus
5073,5,220.85,0.42,0.04,Social Media,Homepage,1.92,New,Fort Worth
5074,4,455.3,0.63,0.07,Referral,Blog,1.9,New,San Jose
5075,2,241.89,0.12,0,Organic,Contact Us,1.75,New,San Diego
5076,5,1.05,0.55,0.06,Organic,Contact Us,1.15,Returning,Washington
5077,5,208.87,0.26,0.08,Social Media,Checkout,1.61,New,Phoenix
5078,5,274.08,0.28,0,Social Media,Homepage,1.7,Returning,San Antonio
5079,3,92.67,0.13,0.07,Social Media,Product Page,1.31,New,Charlotte
5080,6,68.18,0.36,0.01,Referral,Blog,2.69,New,Indianapolis
5081,5,95.98,0.48,0.07,Social Media,Contact Us,1.22,Returning,Houston
5082,5,293.15,0.6,0.05,Social Media,Product Page,2.8,New,Los Angeles
5083,6,47.37,0.3,0.06,Direct,Product Page,1.1,Returning,Fort Worth
5084,5,382.24,0.79,0.03,Referral,Product Page,1.37,New,Los Angeles
5085,6,164.8,0.52,0.02,Referral,Product Page,1.83,Returning,Charlotte
5086,2,130.78,0.64,0.01,Direct,Checkout,2.52,Returning,Indianapolis
5087,12,493.88,0.28,0.09,Organic,Contact Us,1.61,New,Columbus
5088,7,211.6,0.81,0.06,Referral,Product Page,3.18,Returning,New York
5089,4,142.64,0.62,0.1,Social Media,Product Page,1.36,New,Seattle
5090,5,631.5,0.86,0.09,Social Media,Homepage,2.2,New,Phoenix
5091,7,137.78,0.16,0.09,Organic,Contact Us,2.11,New,Dallas
5092,1,587.7,0.38,0.06,Direct,Blog,1.52,New,Jacksonville
5093,5,210.47,0.11,0.01,Direct,Product Page,1.34,New,Austin
5094,6,69.96,0.22,0.09,Direct,Checkout,2.03,New,Dallas
5095,5,284.66,0.39,0.01,Social Media,Product Page,2.06,New,Denver
5096,2,100.78,0.89,0.05,Direct,Product Page,1.3,New,Seattle
5097,5,47.75,0.56,0.09,Direct,Product Page,2.29,New,San Diego
5098,2,27.15,0.33,0.05,Social Media,Contact Us,2.27,Returning,Los Angeles
5099,4,83,0.75,0.02,Organic,Contact Us,2.39,New,San Antonio
5100,5,400.17,0.02,0.04,Social Media,Product Page,1.51,New,Dallas
5101,6,546.05,0.37,0.1,Direct,Checkout,3.17,Returning,Philadelphia
5102,3,593.54,0.6,0.1,Organic,Blog,1.8,New,Los Angeles
5103,6,94.47,0.58,0.07,Direct,Homepage,1.91,New,New York
5104,6,324.5,0.61,0.09,Social Media,Blog,1.47,New,Philadelphia
5105,3,78.55,0.21,0,Social Media,Checkout,2,Returning,San Diego
5106,4,292.46,0.34,0.03,Organic,Checkout,1.47,New,San Antonio
5107,4,654.67,0.93,0.04,Direct,Blog,2.07,Returning,Denver
5108,7,12.53,0.97,0,Direct,Blog,0.98,Returning,Denver
5109,4,1264.46,0.31,0.04,Organic,Product Page,2.31,New,Dallas
5110,7,526.49,0.64,0.01,Referral,Blog,1.19,Returning,Philadelphia
5111,5,430.22,0.24,0.05,Social Media,Blog,2.22,New,Indianapolis
5112,2,352.68,0.37,0,Social Media,Product Page,1.68,New,Los Angeles
5113,6,441.26,0.79,0.03,Direct,Checkout,2.37,Returning,Jacksonville
5114,5,1566.15,0.5,0.09,Social Media,Contact Us,2.03,Returning,Denver
5115,3,441.15,0.85,0.02,Organic,Product Page,2.07,Returning,Washington
5116,2,129.97,0.63,0.01,Social Media,Blog,2.68,New,San Diego
5117,8,285.51,0.63,0.02,Organic,Homepage,1.66,Returning,Seattle
5118,1,123.26,0.03,0.08,Social Media,Blog,1.42,New,Jacksonville
5119,5,1052.62,0.75,0.06,Referral,Homepage,2.37,Returning,Denver
5120,4,691.2,0.98,0.06,Direct,Product Page,1.89,Returning,New York
5121,6,251.54,0.47,0,Referral,Contact Us,2.44,Returning,Washington
5122,3,455.98,0.16,0.05,Organic,Contact Us,1.52,New,Washington
5123,5,721.34,0.98,0.03,Direct,Homepage,1.4,New,San Jose
5124,3,83.76,0.29,0.03,Social Media,Checkout,2.16,Returning,Denver
5125,7,259.88,0.41,0.06,Social Media,Homepage,1.54,New,San Francisco
5126,5,197.17,0.08,0.09,Referral,Homepage,1.51,Returning,Seattle
5127,7,442.99,0.11,0.02,Direct,Product Page,2.26,New,Indianapolis
5128,6,142.97,0.22,0.08,Social Media,Blog,1.71,Returning,San Jose
5129,8,370.31,0.55,0,Organic,Checkout,2.18,New,Los Angeles
5130,6,154.75,0.56,0.03,Referral,Homepage,1.03,Returning,San Antonio
5131,4,35.32,0.61,0.02,Social Media,Product Page,1.31,New,Seattle
5132,4,33.99,0.58,0.09,Organic,Checkout,2.08,New,Charlotte
5133,2,38.03,0.5,0.02,Organic,Contact Us,1.77,Returning,San Diego
5134,2,9.92,0.8,0.06,Referral,Contact Us,1.78,Returning,Columbus
5135,5,228.41,0.93,0.02,Referral,Product Page,1.35,New,Dallas
5136,2,334.33,0.27,0.05,Referral,Checkout,2.05,New,Phoenix
5137,1,40.65,0.13,0.04,Organic,Blog,2.86,New,Houston
5138,4,283.92,0.43,0,Direct,Product Page,2.07,New,Chicago
5139,6,273.2,0.03,0.08,Direct,Blog,1.93,New,Washington
5140,6,47.73,0.88,0.08,Direct,Homepage,2.25,New,Seattle
5141,9,155.3,0.24,0.03,Direct,Blog,1.16,New,San Francisco
5142,3,422.12,0.55,0.06,Direct,Product Page,2.37,New,San Francisco
5143,9,5.07,0.12,0.04,Direct,Checkout,3.01,New,Chicago
5144,6,47.68,0.55,0.08,Social Media,Blog,1.55,Returning,Seattle
5145,11,1643.83,0.04,0.07,Social Media,Homepage,2.27,New,San Diego
5146,5,396.76,0.77,0.01,Referral,Checkout,1.79,New,Houston
5147,2,187.16,0.96,0.08,Direct,Contact Us,2.44,New,Washington
5148,7,298.11,0.31,0.02,Social Media,Contact Us,2.19,New,Philadelphia
5149,2,561.67,0.26,0.02,Organic,Checkout,1.49,New,Seattle
5150,2,554.13,0.45,0.07,Organic,Product Page,2.66,Returning,Phoenix
5151,5,117.78,0.62,0.02,Direct,Blog,2.18,New,Phoenix
5152,7,202.76,0.19,0.01,Organic,Blog,1.65,New,Washington
5153,4,304.88,0.8,0.03,Social Media,Checkout,1.49,Returning,San Diego
5154,6,22.38,0.2,0.08,Organic,Blog,1.42,Returning,New York
5155,6,874.5,0.01,0.02,Direct,Contact Us,2.01,Returning,Jacksonville
5156,2,170.08,0.52,0.03,Referral,Checkout,2.08,Returning,New York
5157,10,139.02,0.12,0.03,Referral,Blog,1.08,New,Dallas
5158,4,712.87,0.7,0.04,Social Media,Homepage,1.98,Returning,Jacksonville
5159,4,37.77,0.17,0.07,Social Media,Product Page,1.64,Returning,Indianapolis
5160,4,12.02,0.82,0.04,Social Media,Homepage,1.63,Returning,Jacksonville
5161,3,346.56,0.47,0.08,Social Media,Homepage,1.85,New,San Jose
5162,3,145.84,0.57,0.06,Direct,Blog,2.51,Returning,San Francisco
5163,7,433.78,0.19,0.04,Referral,Checkout,3.08,Returning,Fort Worth
5164,7,21.3,0.15,0.04,Referral,Contact Us,1.55,Returning,Dallas
5165,7,145.23,0.63,0.07,Direct,Checkout,1.98,New,San Francisco
5166,3,80.49,0.26,0.05,Organic,Blog,1.66,New,San Francisco
5167,5,403.67,0.39,0.09,Referral,Blog,2.27,New,Charlotte
5168,7,77.31,0.48,0.09,Direct,Contact Us,1.74,New,Charlotte
5169,7,183.72,0.23,0.07,Organic,Homepage,2.31,Returning,Jacksonville
5170,4,512.57,0.8,0.1,Social Media,Homepage,1.86,New,San Jose
5171,8,740.91,0.94,0.06,Referral,Checkout,1.59,New,Chicago
5172,8,384.69,0.43,0,Direct,Product Page,2.34,New,Denver
